Date,Game,Earnings,Players,Tournaments,Game_numerical,Genre
2017-11-01,osu!,,23,1,260,Music / Rhythm Game
2017-11-01,Age of Empires,,19,1,5,Strategy
2017-11-01,Splatoon 2,,0,1,318,First-Person Shooter
2017-11-01,Yu-Gi-Oh! Duel Links,,25,9,304,Collectible Card Game
2017-11-01,Chess.com,,5,1,172,Strategy
2017-11-01,TrackMania 2: Stadium,,3,1,193,Racing
2017-11-01,Call of Duty 2,,6,1,69,First-Person Shooter
2017-11-01,ARMS,695.0,9,4,312,Fighting Game
2017-11-01,Age of Mythology,239.0,5,1,31,Strategy
2017-11-01,Marvel vs. Capcom: Infinite,200.0,3,1,321,Fighting Game
2017-11-01,Pokkén Tournament DX,100.0,3,1,322,Fighting Game
2017-11-01,Windjammers,100.0,3,1,328,Strategy
2017-12-01,Counter-Strike: Global Offensive,,1719,117,181,First-Person Shooter
2017-12-01,Dota 2,,262,15,166,Multiplayer Online Battle Arena
2017-12-01,CrossFire,,46,7,122,First-Person Shooter
2017-12-01,Arena of Valor,,130,3,279,Multiplayer Online Battle Arena
2017-12-01,Hearthstone,,117,16,205,Collectible Card Game
2017-12-01,Clash Royale,,22,2,267,Strategy
2017-12-01,Street Fighter V,,51,2,264,Fighting Game
2017-12-01,Quake Champions,,82,17,308,First-Person Shooter
2017-12-01,League of Legends,,353,22,145,Multiplayer Online Battle Arena
2017-12-01,Gears of War 4,,70,7,284,Third-Person Shooter
2017-12-01,Heroes of the Storm,,40,1,228,Multiplayer Online Battle Arena
2017-12-01,World of Tanks,,56,1,171,Strategy
2017-12-01,Rocket League,,107,12,245,Sports
2017-12-01,H1Z1,,33,2,247,Battle Royale
2017-12-01,Call of Duty: WWII,,56,11,330,First-Person Shooter
2017-12-01,PLAYERUNKNOWN’S BATTLEGROUNDS,,99,4,313,Battle Royale
2017-12-01,Vainglory,,37,1,243,Multiplayer Online Battle Arena
2017-12-01,Shadowverse,,24,1,335,Collectible Card Game
2017-12-01,Gwent,,45,10,305,Collectible Card Game
2017-12-01,StarCraft II,,102,46,136,Strategy
2017-12-01,Marvel vs. Capcom: Infinite,,18,2,321,Fighting Game
2017-12-01,Super Smash Bros. for Wii U,,69,18,224,Fighting Game
2017-12-01,Attack on Titan Tribute Game,,32,1,212,Fighting Game
2017-12-01,StarCraft: Remastered,,16,5,320,Strategy
2017-12-01,WarCraft III,,38,27,24,Strategy
2017-12-01,Tekken 7,,15,4,241,Fighting Game
2017-12-01,Old School Runescape,,3,1,265,Role-Playing Game
2017-12-01,FIFA 18,,22,5,332,Sports
2017-12-01,Rainbow Six Siege,,60,3,263,First-Person Shooter
2017-12-01,Super Smash Bros. Melee,,53,10,21,Fighting Game
2017-12-01,Overwatch,,58,7,258,First-Person Shooter
2017-12-01,Heroes of Newerth,,22,2,138,Multiplayer Online Battle Arena
2017-12-01,Team Fortress 2,,66,3,103,First-Person Shooter
2017-12-01,S.K.I.L.L. - Special Force 2,,15,1,200,First-Person Shooter
2017-12-01,Paladins,,68,2,276,First-Person Shooter
2017-12-01,The Unspoken,,3,1,334,Fighting Game
2017-12-01,Age of Empires,,42,5,5,Strategy
2017-12-01,Dead or Alive 5: Last Round,,3,1,231,Fighting Game
2017-12-01,Madden NFL 18,,1,1,333,Sports
2017-12-01,Pokémon VGC,,8,1,184,Strategy
2017-12-01,Yu-Gi-Oh! Duel Links,,30,19,304,Collectible Card Game
2017-12-01,Age of Empires II,,15,5,8,Strategy
2017-12-01,osu!,,24,1,260,Music / Rhythm Game
2017-12-01,Power Rangers: Legacy Wars,,2,1,336,Fighting Game
2017-12-01,iRacing.com,,3,3,148,Racing
2017-12-01,FIFA Online 3,,4,1,213,Sports
2017-12-01,Chess.com,,14,2,172,Strategy
2017-12-01,Street Fighter V: Arcade Edition,,3,1,183,Fighting Game
2017-12-01,Injustice 2,,3,1,306,Fighting Game
2017-12-01,Pokkén Tournament DX,,3,1,322,Fighting Game
2017-12-01,King of Fighters XIV,,3,1,281,Fighting Game
2017-12-01,Guilty Gear Xrd REV 2,,3,1,307,Fighting Game
2017-12-01,ARMS,,9,3,312,Fighting Game
2017-12-01,Lichess,,8,2,337,Strategy
2017-12-01,BlazBlue: Central Fiction,890.0,3,1,286,Fighting Game
2017-12-01,TrackMania 2: Stadium,693.0,17,3,193,Racing
2017-12-01,Windjammers,580.0,3,1,328,Strategy
2017-12-01,Hand of the Gods,500.0,5,2,310,Collectible Card Game
2017-12-01,Under Night In-Birth EXE: Late[st],500.0,3,1,317,Fighting Game
2017-12-01,Soul Calibur V,420.0,3,1,175,Fighting Game
2017-12-01,Battlerite,300.0,3,1,282,Multiplayer Online Battle Arena
2017-12-01,Ultra Street Fighter IV,290.0,3,1,216,Fighting Game
2017-12-01,Ultimate Marvel vs. Capcom 3,250.0,3,1,170,Fighting Game
2017-12-01,Skullgirls 2nd Encore,230.0,3,1,288,Fighting Game
2017-12-01,Tekken Tag Tournament 2,210.0,3,1,174,Fighting Game
2017-12-01,Vampire Savior,200.0,3,1,273,Fighting Game
2017-12-01,Brawlhalla,27.0,3,1,242,Fighting Game
2018-01-01,Dota 2,,216,11,166,Multiplayer Online Battle Arena
2018-01-01,Counter-Strike: Global Offensive,,558,48,181,First-Person Shooter
2018-01-01,Hearthstone,,76,11,205,Collectible Card Game
2018-01-01,SMITE,,40,1,199,Multiplayer Online Battle Arena
2018-01-01,Paladins,,41,1,276,First-Person Shooter
2018-01-01,Call of Duty: WWII,,57,9,330,First-Person Shooter
2018-01-01,Gears of War 4,,60,10,284,Third-Person Shooter
2018-01-01,FIFA 18,,42,3,332,Sports
2018-01-01,League of Legends,,80,9,145,Multiplayer Online Battle Arena
2018-01-01,StarCraft II,,106,42,136,Strategy
2018-01-01,Rules Of Survival,,0,3,338,Battle Royale
2018-01-01,PLAYERUNKNOWN’S BATTLEGROUNDS,,81,6,313,Battle Royale
2018-01-01,Rocket League,,103,33,245,Sports
2018-01-01,Chess.com,,23,2,172,Strategy
2018-01-01,Hand of the Gods,,13,1,310,Collectible Card Game
2018-01-01,Super Smash Bros. Melee,,53,7,21,Fighting Game
2018-01-01,Gwent,,10,3,305,Collectible Card Game
2018-01-01,Super Smash Bros. for Wii U,,55,11,224,Fighting Game
2018-01-01,Tekken 7,,21,5,241,Fighting Game
2018-01-01,Pokémon VGC,,24,2,184,Strategy
2018-01-01,Guilty Gear Xrd REV 2,,19,3,307,Fighting Game
2018-01-01,Street Fighter V: Arcade Edition,,16,2,183,Fighting Game
2018-01-01,Halo 5: Guardians,,45,9,244,First-Person Shooter
2018-01-01,BlazBlue: Central Fiction,,16,2,286,Fighting Game
2018-01-01,King of Fighters XIV,,11,2,281,Fighting Game
2018-01-01,Rainbow Six Siege,,63,6,263,First-Person Shooter
2018-01-01,Yu-Gi-Oh! Duel Links,,78,34,304,Collectible Card Game
2018-01-01,WarCraft III,,17,18,24,Strategy
2018-01-01,StarCraft: Remastered,,12,2,320,Strategy
2018-01-01,Project M,,9,2,164,Fighting Game
2018-01-01,Overwatch,,50,8,258,First-Person Shooter
2018-01-01,CrossFire,,24,5,122,First-Person Shooter
2018-01-01,Quake Champions,,7,2,308,First-Person Shooter
2018-01-01,Marvel vs. Capcom: Infinite,,8,1,321,Fighting Game
2018-01-01,Super Smash Bros.,,10,2,92,Fighting Game
2018-01-01,Age of Empires II,,15,6,8,Strategy
2018-01-01,Lichess,,5,1,337,Strategy
2018-01-01,Mystery Game Tournament,,8,1,301,Fighting Game
2018-01-01,TrackMania 2: Stadium,,10,2,193,Racing
2018-01-01,ARMS,,8,1,312,Fighting Game
2018-01-01,Ultimate Marvel vs. Capcom 3,920.0,3,1,170,Fighting Game
2018-01-01,Skullgirls 2nd Encore,891.0,3,1,288,Fighting Game
2018-01-01,Under Night In-Birth EXE: Late[st],790.0,8,1,317,Fighting Game
2018-01-01,Battlerite,750.0,9,1,282,Multiplayer Online Battle Arena
2018-01-01,Injustice 2,740.0,8,1,306,Fighting Game
2018-01-01,Pokkén Tournament DX,530.0,4,2,322,Fighting Game
2018-01-01,Street Fighter III: 3rd Strike,520.0,3,1,12,Fighting Game
2018-01-01,Super Street Fighter II Turbo,480.0,3,1,13,Fighting Game
2018-01-01,Vampire Savior,440.0,3,1,273,Fighting Game
2018-01-01,Ultra Street Fighter IV,400.0,3,1,216,Fighting Game
2018-01-01,Killer Instinct (2013),380.0,3,1,208,Fighting Game
2018-01-01,Melty Blood: Actress Again Current Code,350.0,3,1,289,Fighting Game
2018-01-01,Guilty Gear XX Accent Core Plus R,340.0,3,1,211,Fighting Game
2018-01-01,Puyo Puyo Tetris,320.0,3,1,324,Puzzle Game
2018-01-01,Age of Empires,318.0,3,2,5,Strategy
2018-01-01,Arcana Heart 3: Love Max Six Stars!!!!!,250.0,3,1,339,Fighting Game
2018-01-01,Divekick,250.0,3,1,197,Fighting Game
2018-01-01,Age of Mythology,240.0,3,1,31,Strategy
2018-01-01,Catherine,240.0,3,1,290,Puzzle Game
2018-01-01,Tatsunoko vs. Capcom: Ultimate All-Stars,230.0,3,1,137,Fighting Game
2018-01-01,Xonotic,130.0,4,1,223,First-Person Shooter
2018-01-01,Team Fortress 2,95.0,6,1,103,First-Person Shooter
2018-01-01,Brawlhalla,16.0,2,1,242,Fighting Game
2018-01-01,World of Tanks Blitz,0.0,0,1,331,Strategy
2018-02-01,Dota 2,,192,9,166,Multiplayer Online Battle Arena
2018-02-01,Counter-Strike: Global Offensive,,553,52,181,First-Person Shooter
2018-02-01,Rainbow Six Siege,,96,3,263,First-Person Shooter
2018-02-01,Madden NFL 18,,32,1,333,Sports
2018-02-01,PLAYERUNKNOWN’S BATTLEGROUNDS,,132,5,313,Battle Royale
2018-02-01,Heroes of the Storm,,64,3,228,Multiplayer Online Battle Arena
2018-02-01,StarCraft II,,77,36,136,Strategy
2018-02-01,Overwatch,,225,14,258,First-Person Shooter
2018-02-01,League of Legends,,141,12,145,Multiplayer Online Battle Arena
2018-02-01,Call of Duty: WWII,,56,10,330,First-Person Shooter
2018-02-01,Halo 5: Guardians,,68,11,244,First-Person Shooter
2018-02-01,Hearthstone,,67,8,205,Collectible Card Game
2018-02-01,Rocket League,,117,33,245,Sports
2018-02-01,World of WarCraft,,34,4,82,Role-Playing Game
2018-02-01,Tekken 7,,3,1,241,Fighting Game
2018-02-01,Super Smash Bros. for Wii U,,96,20,224,Fighting Game
2018-02-01,WarCraft III,,26,15,24,Strategy
2018-02-01,Pokémon VGC,,27,3,184,Strategy
2018-02-01,Team Fortress 2,,78,3,103,First-Person Shooter
2018-02-01,Brawlhalla,,60,4,242,Fighting Game
2018-02-01,Super Smash Bros. Melee,,64,12,21,Fighting Game
2018-02-01,Fortnite,,12,1,340,Battle Royale
2018-02-01,NHL 18,,5,2,341,Sports
2018-02-01,Point Blank,,22,1,155,First-Person Shooter
2018-02-01,Paladins,,40,1,276,First-Person Shooter
2018-02-01,Gears of War 4,,30,9,284,Third-Person Shooter
2018-02-01,CrossFire,,24,5,122,First-Person Shooter
2018-02-01,ARMS,,13,3,312,Fighting Game
2018-02-01,Yu-Gi-Oh! Duel Links,,40,16,304,Collectible Card Game
2018-02-01,Project M,,16,3,164,Fighting Game
2018-02-01,Quake Champions,,8,2,308,First-Person Shooter
2018-02-01,Gwent,,11,2,305,Collectible Card Game
2018-02-01,Age of Empires,,5,1,5,Strategy
2018-02-01,Age of Empires II,,11,5,8,Strategy
2018-02-01,Faeria,800.0,5,2,342,Collectible Card Game
2018-02-01,TrackMania 2: Stadium,432.0,3,1,193,Racing
2018-02-01,Super Smash Bros. Brawl,400.0,7,2,113,Fighting Game
2018-02-01,Age of Empires III,350.0,3,1,70,Strategy
2018-02-01,Super Smash Bros.,300.0,3,1,92,Fighting Game
2018-02-01,Dragon Ball FighterZ,105.0,1,1,343,Fighting Game
2018-02-01,Xonotic,49.0,3,1,223,First-Person Shooter
2018-02-01,Age of Mythology,43.0,4,1,31,Strategy
2018-02-01,Reflex,30.0,3,1,237,First-Person Shooter
2018-03-01,Counter-Strike: Global Offensive,,756,61,181,First-Person Shooter
2018-03-01,Dota 2,,274,14,166,Multiplayer Online Battle Arena
2018-03-01,StarCraft II,,108,33,136,Strategy
2018-03-01,League of Legends,,333,22,145,Multiplayer Online Battle Arena
2018-03-01,Rules Of Survival,,0,1,338,Battle Royale
2018-03-01,Hearthstone,,152,16,205,Collectible Card Game
2018-03-01,PLAYERUNKNOWN’S BATTLEGROUNDS,,231,7,313,Battle Royale
2018-03-01,Call of Duty: WWII,,71,4,330,First-Person Shooter
2018-03-01,Heroes of the Storm,,80,3,228,Multiplayer Online Battle Arena
2018-03-01,Magic: The Gathering Online,,23,1,130,Collectible Card Game
2018-03-01,Overwatch,,207,13,258,First-Person Shooter
2018-03-01,Clash Royale,,20,7,267,Strategy
2018-03-01,FIFA 18,,27,3,332,Sports
2018-03-01,Halo 5: Guardians,,64,11,244,First-Person Shooter
2018-03-01,Tekken 7,,27,3,241,Fighting Game
2018-03-01,Arena of Valor,,22,1,279,Multiplayer Online Battle Arena
2018-03-01,Street Fighter V: Arcade Edition,,17,3,183,Fighting Game
2018-03-01,Echo Arena,,9,1,326,Sports
2018-03-01,Super Smash Bros. for Wii U,,82,17,224,Fighting Game
2018-03-01,Rainbow Six Siege,,85,4,263,First-Person Shooter
2018-03-01,CrossFire,,45,7,122,First-Person Shooter
2018-03-01,Old School Runescape,,4,1,265,Role-Playing Game
2018-03-01,Gwent,,16,2,305,Collectible Card Game
2018-03-01,Super Smash Bros. Melee,,58,10,21,Fighting Game
2018-03-01,World of WarCraft,,28,2,82,Role-Playing Game
2018-03-01,Attack on Titan Tribute Game,,19,2,212,Fighting Game
2018-03-01,Paladins,,58,4,276,First-Person Shooter
2018-03-01,The Unspoken,,3,1,334,Fighting Game
2018-03-01,Fortnite,,14,2,340,Battle Royale
2018-03-01,Pokémon VGC,,20,3,184,Strategy
2018-03-01,Gears of War 4,,35,13,284,Third-Person Shooter
2018-03-01,Yu-Gi-Oh! Duel Links,,61,24,304,Collectible Card Game
2018-03-01,Team Fortress 2,,42,2,103,First-Person Shooter
2018-03-01,Quake Champions,,14,4,308,First-Person Shooter
2018-03-01,Rocket League,,51,10,245,Sports
2018-03-01,Dragon Ball FighterZ,,8,3,343,Fighting Game
2018-03-01,Splatoon 2,,0,2,318,First-Person Shooter
2018-03-01,Age of Empires,,33,3,5,Strategy
2018-03-01,iRacing.com,,106,3,148,Racing
2018-03-01,TrackMania 2: Stadium,,8,3,193,Racing
2018-03-01,Brawlhalla,,35,3,242,Fighting Game
2018-03-01,Age of Empires II,,28,10,8,Strategy
2018-03-01,WarCraft III,,18,21,24,Strategy
2018-03-01,Lichess,,5,1,337,Strategy
2018-03-01,osu!,,30,3,260,Music / Rhythm Game
2018-03-01,Faeria,800.0,6,2,342,Collectible Card Game
2018-03-01,Marvel vs. Capcom: Infinite,730.0,3,1,321,Fighting Game
2018-03-01,King of Fighters XIV,605.0,3,1,281,Fighting Game
2018-03-01,Project M,590.0,9,3,164,Fighting Game
2018-03-01,ARMS,536.0,7,3,312,Fighting Game
2018-03-01,Age of Empires Online,500.0,4,1,165,Strategy
2018-03-01,Quake II,380.0,2,1,2,First-Person Shooter
2018-03-01,BlazBlue: Central Fiction,350.0,3,1,286,Fighting Game
2018-03-01,Guilty Gear Xrd REV 2,340.0,3,1,307,Fighting Game
2018-03-01,Pokkén Tournament DX,340.0,3,1,322,Fighting Game
2018-03-01,BlazBlue: Cross Tag Battle,320.0,6,1,344,Fighting Game
2018-03-01,StarCraft: Remastered,315.0,4,1,320,Strategy
2018-03-01,Age of Empires III,250.0,4,1,70,Strategy
2018-03-01,Melty Blood: Actress Again Current Code,200.0,3,1,289,Fighting Game
2018-03-01,Warsow,183.0,2,1,345,First-Person Shooter
2018-03-01,Dengeki Bunko: Fighting Climax Ignition,150.0,3,1,275,Fighting Game
2018-03-01,Guilty Gear XX Accent Core Plus R,150.0,3,1,211,Fighting Game
2018-03-01,Street Fighter Alpha 2,150.0,3,1,10,Fighting Game
2018-03-01,Persona 4 Arena Ultimax,120.0,3,1,225,Fighting Game
2018-04-01,League of Legends,,665,27,145,Multiplayer Online Battle Arena
2018-04-01,Dota 2,,309,14,166,Multiplayer Online Battle Arena
2018-04-01,Heroes of the Storm,,185,6,228,Multiplayer Online Battle Arena
2018-04-01,Counter-Strike: Global Offensive,,1488,86,181,First-Person Shooter
2018-04-01,Call of Duty: WWII,,95,6,330,First-Person Shooter
2018-04-01,Halo 5: Guardians,,64,1,244,First-Person Shooter
2018-04-01,FIFA 18,,102,10,332,Sports
2018-04-01,PLAYERUNKNOWN’S BATTLEGROUNDS,,228,13,313,Battle Royale
2018-04-01,Rocket League,,205,23,245,Sports
2018-04-01,FIFA Online 3,,36,1,213,Sports
2018-04-01,Mobile Legends: Bang Bang,,118,2,319,Multiplayer Online Battle Arena
2018-04-01,Arena of Valor,,100,3,279,Multiplayer Online Battle Arena
2018-04-01,Gears of War 4,,65,7,284,Third-Person Shooter
2018-04-01,Rainbow Six Siege,,236,11,263,First-Person Shooter
2018-04-01,StarCraft II,,84,34,136,Strategy
2018-04-01,Gwent,,5,1,305,Collectible Card Game
2018-04-01,World of WarCraft,,29,1,82,Role-Playing Game
2018-04-01,Zula,,20,1,346,First-Person Shooter
2018-04-01,Street Fighter V: Arcade Edition,,33,3,183,Fighting Game
2018-04-01,Overwatch,,181,13,258,First-Person Shooter
2018-04-01,Hearthstone,,81,13,205,Collectible Card Game
2018-04-01,Heroes of Newerth,,25,1,138,Multiplayer Online Battle Arena
2018-04-01,Fortnite,,78,3,340,Battle Royale
2018-04-01,Chess.com,,30,2,172,Strategy
2018-04-01,Attack on Titan Tribute Game,,8,1,212,Fighting Game
2018-04-01,Mad Skills Motocross 2,,12,1,299,Racing
2018-04-01,Brawlhalla,,65,7,242,Fighting Game
2018-04-01,WarCraft III,,27,18,24,Strategy
2018-04-01,Team Fortress 2,,63,3,103,First-Person Shooter
2018-04-01,Project Cars 2,,6,1,347,Racing
2018-04-01,Super Smash Bros. Melee,,63,10,21,Fighting Game
2018-04-01,Battalion 1944,,30,2,348,First-Person Shooter
2018-04-01,Point Blank,,20,2,155,First-Person Shooter
2018-04-01,Pokémon VGC,,16,2,184,Strategy
2018-04-01,Super Smash Bros. for Wii U,,95,18,224,Fighting Game
2018-04-01,Paladins,,82,2,276,First-Person Shooter
2018-04-01,Age of Empires II,,47,13,8,Strategy
2018-04-01,Tekken 7,,15,4,241,Fighting Game
2018-04-01,Yu-Gi-Oh! Duel Links,,55,14,304,Collectible Card Game
2018-04-01,NHL 18,,16,2,341,Sports
2018-04-01,TrackMania 2: Stadium,,19,5,193,Racing
2018-04-01,Age of Empires,,22,3,5,Strategy
2018-04-01,World of Tanks Blitz,,0,1,331,Strategy
2018-04-01,Lichess,,6,1,337,Strategy
2018-04-01,Guilty Gear Xrd REV 2,,8,1,307,Fighting Game
2018-04-01,BlazBlue: Central Fiction,,8,1,286,Fighting Game
2018-04-01,Under Night In-Birth EXE: Late[st],,8,1,317,Fighting Game
2018-04-01,ARMS,,23,5,312,Fighting Game
2018-04-01,Faeria,,4,1,342,Collectible Card Game
2018-04-01,Dragon Ball FighterZ,,11,2,343,Fighting Game
2018-04-01,Quake Champions,,13,5,308,First-Person Shooter
2018-04-01,StarCraft: Remastered,,6,2,320,Strategy
2018-04-01,CrossFire,978.0,16,2,122,First-Person Shooter
2018-04-01,Injustice 2,504.0,3,1,306,Fighting Game
2018-04-01,Age of Empires III,400.0,8,3,70,Strategy
2018-04-01,TrackMania 2: Canyon,370.0,3,1,161,Racing
2018-04-01,Project M,321.0,7,2,164,Fighting Game
2018-04-01,Age of Mythology,168.0,3,1,31,Strategy
2018-04-01,Reflex,134.0,9,2,237,First-Person Shooter
2018-04-01,Xonotic,98.0,3,1,223,First-Person Shooter
2018-05-01,Dota 2,,239,18,166,Multiplayer Online Battle Arena
2018-05-01,Counter-Strike: Global Offensive,,853,68,181,First-Person Shooter
2018-05-01,League of Legends,,206,8,145,Multiplayer Online Battle Arena
2018-05-01,Overwatch,,600,14,258,First-Person Shooter
2018-05-01,FIFA 18,,102,13,332,Sports
2018-05-01,Hearthstone,,247,14,205,Collectible Card Game
2018-05-01,Paladins,,102,4,276,First-Person Shooter
2018-05-01,PLAYERUNKNOWN’S BATTLEGROUNDS,,155,4,313,Battle Royale
2018-05-01,Rainbow Six Siege,,60,2,263,First-Person Shooter
2018-05-01,Attack on Titan Tribute Game,,19,5,212,Fighting Game
2018-05-01,StarCraft: Remastered,,42,5,320,Strategy
2018-05-01,SMITE,,50,3,199,Multiplayer Online Battle Arena
2018-05-01,Arena of Valor,,61,2,279,Multiplayer Online Battle Arena
2018-05-01,StarCraft II,,105,43,136,Strategy
2018-05-01,Radical Heights,,12,2,349,Battle Royale
2018-05-01,NBA 2K18,,36,1,350,Sports
2018-05-01,Heroes of the Storm,,81,5,228,Multiplayer Online Battle Arena
2018-05-01,Quake Champions,,48,21,308,First-Person Shooter
2018-05-01,Fortnite,,61,6,340,Battle Royale
2018-05-01,Point Blank,,35,1,155,First-Person Shooter
2018-05-01,Super Smash Bros. Melee,,86,17,21,Fighting Game
2018-05-01,World of WarCraft,,55,5,82,Role-Playing Game
2018-05-01,Street Fighter V: Arcade Edition,,23,4,183,Fighting Game
2018-05-01,Call of Duty: WWII,,28,4,330,First-Person Shooter
2018-05-01,RaceRoom Racing Experience,,91,5,351,Racing
2018-05-01,Gwent,,8,1,305,Collectible Card Game
2018-05-01,Super Smash Bros. for Wii U,,92,20,224,Fighting Game
2018-05-01,Tekken 7,,22,5,241,Fighting Game
2018-05-01,Killer Instinct (2013),,8,1,208,Fighting Game
2018-05-01,WarCraft III,,29,17,24,Strategy
2018-05-01,Rocket League,,84,24,245,Sports
2018-05-01,Injustice 2,,11,2,306,Fighting Game
2018-05-01,Pokémon VGC,,19,3,184,Strategy
2018-05-01,Dragon Ball FighterZ,,12,2,343,Fighting Game
2018-05-01,Clash Royale,,15,1,267,Strategy
2018-05-01,NHL 18,,1,1,341,Sports
2018-05-01,Brawlhalla,,35,2,242,Fighting Game
2018-05-01,Mortal Kombat XL,,8,1,278,Fighting Game
2018-05-01,Lichess,,5,1,337,Strategy
2018-05-01,Guilty Gear Xrd REV 2,,11,2,307,Fighting Game
2018-05-01,Mortal Kombat 9,,8,1,156,Fighting Game
2018-05-01,King of Fighters XIV,,12,2,281,Fighting Game
2018-05-01,Age of Empires II,,20,12,8,Strategy
2018-05-01,Under Night In-Birth EXE: Late[st],,11,2,317,Fighting Game
2018-05-01,Age of Empires,,18,2,5,Strategy
2018-05-01,Super Street Fighter II Turbo,,11,2,13,Fighting Game
2018-05-01,Yu-Gi-Oh! Duel Links,,40,14,304,Collectible Card Game
2018-05-01,BlazBlue: Central Fiction,,12,2,286,Fighting Game
2018-05-01,osu!,,18,2,260,Music / Rhythm Game
2018-05-01,Chess.com,,7,1,172,Strategy
2018-05-01,Vampire Savior,,8,1,273,Fighting Game
2018-05-01,Marvel vs. Capcom: Infinite,,11,2,321,Fighting Game
2018-05-01,Skullgirls 2nd Encore,,8,1,288,Fighting Game
2018-05-01,Mystery Game Tournament,,8,1,301,Fighting Game
2018-05-01,Street Fighter III: 3rd Strike,,8,1,12,Fighting Game
2018-05-01,Project M,685.0,9,2,164,Fighting Game
2018-05-01,TrackMania 2: Stadium,651.0,13,1,193,Racing
2018-05-01,Super Smash Bros.,575.0,8,1,92,Fighting Game
2018-05-01,ARMS,434.0,17,8,312,Fighting Game
2018-05-01,Age of Empires III,400.0,8,3,70,Strategy
2018-05-01,Super Smash Bros. Brawl,358.0,8,1,113,Fighting Game
2018-05-01,iRacing.com,210.0,5,1,148,Racing
2018-05-01,Ultra Street Fighter IV,171.0,4,1,216,Fighting Game
2018-05-01,Sailor Moon S,163.0,4,1,352,Fighting Game
2018-05-01,rFactor 2,113.0,1,1,222,Racing
2018-05-01,Garou: Mark of the Wolves,109.0,4,1,353,Fighting Game
2018-05-01,Samurai Shodown V Special,109.0,4,1,354,Fighting Game
2018-05-01,Soul Calibur II HD Online,85.0,4,1,215,Fighting Game
2018-05-01,Windjammers,85.0,4,1,328,Strategy
2018-05-01,Soul Calibur V,78.0,4,1,175,Fighting Game
2018-06-01,Counter-Strike: Global Offensive,,869,69,181,First-Person Shooter
2018-06-01,Dota 2,,216,10,166,Multiplayer Online Battle Arena
2018-06-01,Overwatch,,500,17,258,First-Person Shooter
2018-06-01,PLAYERUNKNOWN’S BATTLEGROUNDS,,476,17,313,Battle Royale
2018-06-01,Hearthstone,,146,21,205,Collectible Card Game
2018-06-01,CrossFire,,129,2,122,First-Person Shooter
2018-06-01,CrossFire Mobile,,50,1,283,First-Person Shooter
2018-06-01,StarCraft II,,135,30,136,Strategy
2018-06-01,FIFA 18,,66,3,332,Sports
2018-06-01,Rocket League,,42,5,245,Sports
2018-06-01,Heroes of the Storm,,60,1,228,Multiplayer Online Battle Arena
2018-06-01,Call of Duty: WWII,,64,7,330,First-Person Shooter
2018-06-01,League of Legends,,262,15,145,Multiplayer Online Battle Arena
2018-06-01,NBA 2K18,,48,1,350,Sports
2018-06-01,Call of Duty Online,,0,1,238,First-Person Shooter
2018-06-01,Fortnite,,101,11,340,Battle Royale
2018-06-01,NHL 18,,6,1,341,Sports
2018-06-01,Arena of Valor,,44,2,279,Multiplayer Online Battle Arena
2018-06-01,Rainbow Six Siege,,96,4,263,First-Person Shooter
2018-06-01,Clash Royale,,19,1,267,Strategy
2018-06-01,Forza Motorsport 7,,12,1,355,Racing
2018-06-01,H1Z1,,20,1,247,Battle Royale
2018-06-01,Warface,,15,1,356,First-Person Shooter
2018-06-01,Super Smash Bros. Melee,,51,10,21,Fighting Game
2018-06-01,Brawlhalla,,61,9,242,Fighting Game
2018-06-01,World of WarCraft,,47,5,82,Role-Playing Game
2018-06-01,Critical Ops,,29,1,303,First-Person Shooter
2018-06-01,Super Smash Bros. for Wii U,,61,15,224,Fighting Game
2018-06-01,Old School Runescape,,4,1,265,Role-Playing Game
2018-06-01,Dragon Ball FighterZ,,19,2,343,Fighting Game
2018-06-01,Battlerite,,24,1,282,Multiplayer Online Battle Arena
2018-06-01,SMITE,,12,1,199,Multiplayer Online Battle Arena
2018-06-01,World of Tanks Blitz,,0,1,331,Strategy
2018-06-01,WarCraft III,,27,7,24,Strategy
2018-06-01,Gwent,,16,2,305,Collectible Card Game
2018-06-01,Tekken 7,,20,5,241,Fighting Game
2018-06-01,StarCraft: Remastered,,16,4,320,Strategy
2018-06-01,Quake Champions,,53,26,308,First-Person Shooter
2018-06-01,Pokémon VGC,,16,2,184,Strategy
2018-06-01,Paladins,,35,1,276,First-Person Shooter
2018-06-01,Point Blank,,23,1,155,First-Person Shooter
2018-06-01,Yu-Gi-Oh! Duel Links,,68,20,304,Collectible Card Game
2018-06-01,Heroes of Newerth,,9,1,138,Multiplayer Online Battle Arena
2018-06-01,Halo 5: Guardians,,12,2,244,First-Person Shooter
2018-06-01,iRacing.com,,20,2,148,Racing
2018-06-01,Chess.com,,9,2,172,Strategy
2018-06-01,Age of Empires II,,29,9,8,Strategy
2018-06-01,ARMS,,23,6,312,Fighting Game
2018-06-01,TrackMania 2: Stadium,,15,3,193,Racing
2018-06-01,Street Fighter V: Arcade Edition,,8,1,183,Fighting Game
2018-06-01,Splatoon 2,,0,1,318,First-Person Shooter
2018-06-01,Project M,,9,2,164,Fighting Game
2018-06-01,Battalion 1944,,0,2,348,First-Person Shooter
2018-06-01,Pokkén Tournament DX,,4,1,322,Fighting Game
2018-06-01,Team Fortress 2,,27,1,103,First-Person Shooter
2018-06-01,Age of Empires III,550.0,5,3,70,Strategy
