Date,Game,Earnings,Players,Tournaments,Game_numerical,Genre
2022-04-01,Rezzil Player,,5,1,543,Sports
2022-04-01,osu!,,67,5,260,Music / Rhythm Game
2022-04-01,Hearthstone,,16,2,205,Collectible Card Game
2022-04-01,iRacing.com,,6,1,148,Racing
2022-04-01,F1 2021,,6,1,559,Racing
2022-04-01,Guilty Gear -STRIVE-,,16,2,529,Fighting Game
2022-04-01,Gears 5,,12,2,413,Third-Person Shooter
2022-04-01,King of Fighters XV,,11,2,566,Fighting Game
2022-04-01,Granblue Fantasy: Versus,,11,2,453,Fighting Game
2022-04-01,Heroes of the Storm,,15,1,228,Multiplayer Online Battle Arena
2022-04-01,Age of Empires IV,,32,10,546,Strategy
2022-04-01,Lichess,,8,2,337,Strategy
2022-04-01,Power Rangers: Battle for the Grid,,8,1,411,Fighting Game
2022-04-01,Pavlov,,19,3,567,First-Person Shooter
2022-04-01,BlazBlue: Central Fiction,786.0,8,1,286,Fighting Game
2022-04-01,Super Smash Bros. Melee,786.0,8,2,21,Fighting Game
2022-04-01,Age of Mythology,675.0,8,3,31,Strategy
2022-04-01,Blaston,500.0,3,1,540,First-Person Shooter
2022-04-01,Microsoft Excel,400.0,2,1,520,Puzzle Game
2022-04-01,Street Fighter V: Champion Edition,393.0,3,1,447,Fighting Game
2022-04-01,TrackMania 2: Canyon,327.0,4,1,161,Racing
2022-04-01,Age of Empires III,310.0,8,2,70,Strategy
2022-04-01,BlazBlue: Cross Tag Battle,236.0,3,1,344,Fighting Game
2022-04-01,Melty Blood: Type Lumina,236.0,3,1,549,Fighting Game
2022-04-01,Rivals of Aether,236.0,3,1,270,Fighting Game
2022-04-01,Under Night In-Birth EXE: Late[cl-r],236.0,3,1,448,Fighting Game
2022-04-01,Soul Calibur VI,157.0,3,1,367,Fighting Game
2022-04-01,ARMS,100.0,3,1,312,Fighting Game
2022-04-01,Age of Empires Online,55.0,4,1,165,Strategy
2022-05-01,League of Legends: Wild Rift,,306,93,522,Multiplayer Online Battle Arena
2022-05-01,Arena of Valor,,294,62,279,Multiplayer Online Battle Arena
2022-05-01,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,,609,12,371,Battle Royale
2022-05-01,Fortnite,,536,38,340,Battle Royale
2022-05-01,Free Fire,,76,1,387,Battle Royale
2022-05-01,Counter-Strike: Global Offensive,,749,53,181,First-Person Shooter
2022-05-01,FIFA 22,,167,10,552,Sports
2022-05-01,Apex Legends,,161,4,390,Battle Royale
2022-05-01,Rocket League,,614,86,245,Sports
2022-05-01,Dota 2,,290,10,166,Multiplayer Online Battle Arena
2022-05-01,Rainbow Six Siege,,193,9,263,First-Person Shooter
2022-05-01,Identity V,,88,1,361,Strategy
2022-05-01,PLAYERUNKNOWN’S BATTLEGROUNDS,,211,5,313,Battle Royale
2022-05-01,Magic: The Gathering Arena,,8,1,382,Collectible Card Game
2022-05-01,League of Legends,,228,8,145,Multiplayer Online Battle Arena
2022-05-01,Call of Duty: Vanguard,,134,17,551,First-Person Shooter
2022-05-01,Mobile Legends: Bang Bang,,233,5,319,Multiplayer Online Battle Arena
2022-05-01,Halo Infinite,,71,1,555,First-Person Shooter
2022-05-01,Teamfight Tactics,,32,1,400,Strategy
2022-05-01,VALORANT,,545,21,454,First-Person Shooter
2022-05-01,Hearthstone,,238,4,205,Collectible Card Game
2022-05-01,StarCraft II,,105,42,136,Strategy
2022-05-01,Call of Duty: Warzone,,67,11,450,First-Person Shooter
2022-05-01,chess24,,16,1,456,Strategy
2022-05-01,Age of Empires IV,,114,20,546,Strategy
2022-05-01,Chess.com,,55,15,172,Strategy
2022-05-01,Pokemon Unite,,157,4,557,Multiplayer Online Battle Arena
2022-05-01,Brawl Stars,,85,4,392,Strategy
2022-05-01,Clash Royale,,24,3,267,Strategy
2022-05-01,Brawlhalla,,95,8,242,Fighting Game
2022-05-01,Call of Duty: Mobile,,23,2,438,First-Person Shooter
2022-05-01,Hearthstone Battlegrounds,,20,2,434,Collectible Card Game
2022-05-01,Age of Empires II,,146,33,8,Strategy
2022-05-01,Super Smash Bros. Ultimate,,50,8,381,Fighting Game
2022-05-01,Super Smash Bros. Melee,,24,2,21,Fighting Game
2022-05-01,Trackmania (2020),,66,18,493,Racing
2022-05-01,WarCraft III: Reforged,,26,13,444,Strategy
2022-05-01,Clash of Clans,,42,3,327,Strategy
2022-05-01,Tekken 7,,22,5,241,Fighting Game
2022-05-01,Pokémon VGC,,28,3,184,Strategy
2022-05-01,Street Fighter V: Champion Edition,,22,5,447,Fighting Game
2022-05-01,SMITE,,20,1,199,Multiplayer Online Battle Arena
2022-05-01,Assetto Corsa,,20,2,373,Racing
2022-05-01,Guilty Gear -STRIVE-,,11,2,529,Fighting Game
2022-05-01,King of Fighters XV,,12,2,566,Fighting Game
2022-05-01,Farming Simulator 19,,21,1,415,Strategy
2022-05-01,Pokémon GO,,24,7,458,Strategy
2022-05-01,Age of Empires,,34,3,5,Strategy
2022-05-01,Diabotical,,49,15,452,First-Person Shooter
2022-05-01,Onward,,34,1,362,First-Person Shooter
2022-05-01,TEPPEN,,3,1,437,Strategy
2022-05-01,Echo Arena,,46,3,326,Sports
2022-05-01,Rezzil Player,,10,1,543,Sports
2022-05-01,Tetris,,14,2,144,Puzzle Game
2022-05-01,Skullgirls 2nd Encore,,8,1,288,Fighting Game
2022-05-01,Under Night In-Birth EXE: Late[cl-r],,8,1,448,Fighting Game
2022-05-01,Assetto Corsa Competizione,,60,3,459,Racing
2022-05-01,Dragon Ball FighterZ,,10,2,343,Fighting Game
2022-05-01,World of Tanks,,18,1,171,Strategy
2022-05-01,BlazBlue: Central Fiction,,8,1,286,Fighting Game
2022-05-01,Them's Fightin' Herds,,8,1,429,Fighting Game
2022-05-01,Street Fighter III: 3rd Strike,,15,2,12,Fighting Game
2022-05-01,Melty Blood: Type Lumina,,8,1,549,Fighting Game
2022-05-01,Minecraft,,5,2,383,Multiplayer Online Battle Arena
2022-05-01,Team Fortress 2,,24,1,103,First-Person Shooter
2022-05-01,Lichess,,9,2,337,Strategy
2022-05-01,Granblue Fantasy: Versus,,8,1,453,Fighting Game
2022-05-01,Mortal Kombat 11,,8,1,398,Fighting Game
2022-05-01,Mario Kart 8 Deluxe,,12,2,384,Racing
2022-05-01,Quake Champions,,8,2,308,First-Person Shooter
2022-05-01,Bloody Roar Extreme,,3,1,568,Fighting Game
2022-05-01,Killer Instinct (2013),,8,1,208,Fighting Game
2022-05-01,Ultimate Marvel vs. Capcom 3,,8,1,170,Fighting Game
2022-05-01,Vampire Savior,,8,1,273,Fighting Game
2022-05-01,osu!,,34,5,260,Music / Rhythm Game
2022-05-01,Windjammers 2,,3,56,569,Fighting Game
2022-05-01,Auto Chess,,4,1,394,Strategy
2022-05-01,Contractors,,20,1,570,First-Person Shooter
2022-05-01,Gears 5,,8,2,413,Third-Person Shooter
2022-05-01,Lemnis Gate,,2,1,550,First-Person Shooter
2022-05-01,Age of Mythology,945.0,14,5,31,Strategy
2022-05-01,Soul Calibur VI,940.0,8,1,367,Fighting Game
2022-05-01,Super Street Fighter II Turbo,870.0,8,1,13,Fighting Game
2022-05-01,rFactor 2,749.0,3,1,222,Racing
2022-05-01,iRacing.com,500.0,1,1,148,Racing
2022-05-01,Blaston,350.0,3,1,540,First-Person Shooter
2022-05-01,Age of Empires III,110.0,4,1,70,Strategy
2022-05-01,Age of Empires Online,70.0,1,1,165,Strategy
2022-06-01,Counter-Strike: Global Offensive,,785,50,181,First-Person Shooter
2022-06-01,VALORANT,,689,24,454,First-Person Shooter
2022-06-01,Call of Duty: Vanguard,,120,13,551,First-Person Shooter
2022-06-01,PLAYERUNKNOWN’S BATTLEGROUNDS,,148,3,313,Battle Royale
2022-06-01,Rocket League,,527,64,245,Sports
2022-06-01,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,,187,5,371,Battle Royale
2022-06-01,Call of Duty: Mobile,,42,1,438,First-Person Shooter
2022-06-01,Fortnite,,364,32,340,Battle Royale
2022-06-01,Mobile Legends: Bang Bang,,112,3,319,Multiplayer Online Battle Arena
2022-06-01,Pokemon Unite,,298,11,557,Multiplayer Online Battle Arena
2022-06-01,Overwatch 2,,65,2,561,First-Person Shooter
2022-06-01,World of WarCraft,,44,2,82,Role-Playing Game
2022-06-01,FIFA 22,,90,12,552,Sports
2022-06-01,NBA 2K22,,40,1,563,Sports
2022-06-01,iRacing.com,,47,5,148,Racing
2022-06-01,StarCraft II,,92,32,136,Strategy
2022-06-01,Brawlhalla,,50,8,242,Fighting Game
2022-06-01,Brawl Stars,,26,1,392,Strategy
2022-06-01,Minecraft,,119,6,383,Multiplayer Online Battle Arena
2022-06-01,Dota 2,,163,4,166,Multiplayer Online Battle Arena
2022-06-01,Clash Royale,,36,4,267,Strategy
2022-06-01,Onmyoji Arena,,5,1,571,Multiplayer Online Battle Arena
2022-06-01,Hearthstone Battlegrounds,,24,3,434,Collectible Card Game
2022-06-01,Magic: The Gathering Online,,8,1,130,Collectible Card Game
2022-06-01,Chess.com,,54,11,172,Strategy
2022-06-01,League of Legends,,53,4,145,Multiplayer Online Battle Arena
2022-06-01,Hearthstone,,24,4,205,Collectible Card Game
2022-06-01,Street Fighter V: Champion Edition,,22,5,447,Fighting Game
2022-06-01,Rainbow Six Siege,,70,3,263,First-Person Shooter
2022-06-01,Age of Empires II,,118,37,8,Strategy
2022-06-01,Pokémon VGC,,36,2,184,Strategy
2022-06-01,Assetto Corsa Competizione,,26,2,459,Racing
2022-06-01,StarCraft: Remastered,,62,2,320,Strategy
2022-06-01,WarCraft III: Reforged,,20,14,444,Strategy
2022-06-01,Super Smash Bros. Ultimate,,53,10,381,Fighting Game
2022-06-01,Farming Simulator 19,,37,2,415,Strategy
2022-06-01,Pokémon GO,,32,5,458,Strategy
2022-06-01,Point Blank,,27,2,155,First-Person Shooter
2022-06-01,Assetto Corsa,,25,3,373,Racing
2022-06-01,Tekken 7,,18,5,241,Fighting Game
2022-06-01,Call of Duty: Warzone,,17,3,450,First-Person Shooter
2022-06-01,Age of Empires IV,,46,12,546,Strategy
2022-06-01,Guilty Gear -STRIVE-,,14,2,529,Fighting Game
2022-06-01,Apex Legends,,18,2,390,Battle Royale
2022-06-01,Overwatch,,43,2,258,First-Person Shooter
2022-06-01,Clash of Clans,,39,4,327,Strategy
2022-06-01,King of Fighters XV,,15,2,566,Fighting Game
2022-06-01,Team Fortress 2,,48,1,103,First-Person Shooter
2022-06-01,Trackmania (2020),,43,14,493,Racing
2022-06-01,TEPPEN,,6,2,437,Strategy
2022-06-01,Age of Empires,,18,2,5,Strategy
2022-06-01,Diabotical,,36,12,452,First-Person Shooter
2022-06-01,Legends of Runeterra,,12,1,451,Collectible Card Game
2022-06-01,osu!,,36,5,260,Music / Rhythm Game
2022-06-01,Rezzil Player,,10,1,543,Sports
2022-06-01,TrackMania Nations Forever,,4,1,112,Racing
2022-06-01,Super Smash Bros. Melee,,8,1,21,Fighting Game
2022-06-01,Tetris,,8,1,144,Puzzle Game
2022-06-01,Lichess,,9,2,337,Strategy
2022-06-01,Dragon Ball FighterZ,,8,1,343,Fighting Game
2022-06-01,BlazBlue: Central Fiction,,11,2,286,Fighting Game
2022-06-01,Melty Blood: Type Lumina,,12,2,549,Fighting Game
2022-06-01,After-H,,12,1,541,First-Person Shooter
2022-06-01,Gears 5,,8,2,413,Third-Person Shooter
2022-06-01,Mortal Kombat 11,980.0,8,1,398,Fighting Game
2022-06-01,Granblue Fantasy: Versus,970.0,8,1,453,Fighting Game
2022-06-01,Age of Mythology,928.0,11,4,31,Strategy
2022-06-01,Age of Empires III,900.0,6,1,70,Strategy
2022-06-01,Street Fighter III: 3rd Strike,900.0,8,1,12,Fighting Game
2022-06-01,FIFA Online 4,750.0,1,1,363,Sports
2022-06-01,Ultimate Marvel vs. Capcom 3,750.0,8,1,170,Fighting Game
2022-06-01,Quake Champions,738.0,3,1,308,First-Person Shooter
2022-06-01,BlazBlue: Cross Tag Battle,700.0,8,1,344,Fighting Game
2022-06-01,Super Street Fighter II Turbo,580.0,3,1,13,Fighting Game
2022-06-01,Soul Calibur VI,560.0,3,1,367,Fighting Game
2022-06-01,Microsoft Excel,550.0,4,1,520,Puzzle Game
2022-06-01,Snapshot VR,500.0,9,1,538,First-Person Shooter
2022-06-01,Capcom vs. SNK 2,480.0,3,1,23,Fighting Game
2022-06-01,Age of Empires Online,450.0,4,4,165,Strategy
2022-06-01,Def Jam: Fight for NY,360.0,3,1,471,Fighting Game
2022-06-01,Halo Infinite,205.0,3,1,555,First-Person Shooter
2022-06-01,Beat Saber,180.0,3,1,498,Music / Rhythm Game
2022-07-01,Dota 2,,490,20,166,Multiplayer Online Battle Arena
2022-07-01,Rocket League,,348,40,245,Sports
2022-07-01,Fortnite,,433,58,340,Battle Royale
2022-07-01,Apex Legends,,236,9,390,Battle Royale
2022-07-01,League of Legends: Wild Rift,,142,2,522,Multiplayer Online Battle Arena
2022-07-01,FIFA 22,,204,7,552,Sports
2022-07-01,Arena of Valor,,92,1,279,Multiplayer Online Battle Arena
2022-07-01,Counter-Strike: Global Offensive,,996,46,181,First-Person Shooter
2022-07-01,Overwatch 2,,198,4,561,First-Person Shooter
2022-07-01,VALORANT,,550,23,454,First-Person Shooter
2022-07-01,Call of Duty: Vanguard,,36,4,551,First-Person Shooter
2022-07-01,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,,210,4,371,Battle Royale
2022-07-01,World of WarCraft,,29,3,82,Role-Playing Game
2022-07-01,Rainbow Six Siege,,332,10,263,First-Person Shooter
2022-07-01,StarCraft II,,84,28,136,Strategy
2022-07-01,Hearthstone,,155,2,205,Collectible Card Game
2022-07-01,PLAYERUNKNOWN’S BATTLEGROUNDS,,384,10,313,Battle Royale
2022-07-01,FIFA Online 4,,126,4,363,Sports
2022-07-01,CrossFire HD,,61,1,502,First-Person Shooter
2022-07-01,Free Fire,,40,2,387,Battle Royale
2022-07-01,Chess.com,,96,25,172,Strategy
2022-07-01,Brawl Stars,,153,6,392,Strategy
2022-07-01,Halo Infinite,,22,2,555,First-Person Shooter
2022-07-01,chess24,,15,1,456,Strategy
2022-07-01,Assetto Corsa,,49,3,373,Racing
2022-07-01,Clash Royale,,67,7,267,Strategy
2022-07-01,rFactor 2,,46,3,222,Racing
2022-07-01,League of Legends,,157,6,145,Multiplayer Online Battle Arena
2022-07-01,Brawlhalla,,146,13,242,Fighting Game
2022-07-01,Hearthstone Battlegrounds,,24,2,434,Collectible Card Game
2022-07-01,Quake Champions,,17,4,308,First-Person Shooter
2022-07-01,Minecraft,,44,5,383,Multiplayer Online Battle Arena
2022-07-01,Splitgate: Arena Warfare,,24,1,399,Multiplayer Online Battle Arena
2022-07-01,WarCraft III: Reforged,,26,17,444,Strategy
2022-07-01,Assetto Corsa Competizione,,15,2,459,Racing
2022-07-01,Super Smash Bros. Ultimate,,62,10,381,Fighting Game
2022-07-01,Super Smash Bros. Melee,,25,4,21,Fighting Game
2022-07-01,Trackmania (2020),,83,16,493,Racing
2022-07-01,StarCraft: Remastered,,53,5,320,Strategy
2022-07-01,Age of Empires II,,101,21,8,Strategy
2022-07-01,Age of Empires IV,,56,23,546,Strategy
2022-07-01,Tekken 7,,23,8,241,Fighting Game
2022-07-01,Gwent,,8,1,305,Collectible Card Game
2022-07-01,Naraka: Bladepoint,,18,2,553,Role-Playing Game
